Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Basic,Chrome 62.0.3202.89,,2560-11-08 18:11:32,2560-11-08 18:19:26,7m - 53.741s,FAILED
,,,,,,
Test Cases/1. Start Page (without login)/Single Verbatim without login,Chrome 62.0.3202.89,,2560-11-08 18:11:33,2560-11-08 18:12:20,47.608s,PASSED
openBrowser,Chrome 62.0.3202.89,,2560-11-08 18:11:33,2560-11-08 18:11:36,2.677s,PASSED
maximizeWindow,Chrome 62.0.3202.89,,2560-11-08 18:11:36,2560-11-08 18:11:36,0.337s,PASSED
navigateToUrl,Chrome 62.0.3202.89,,2560-11-08 18:11:36,2560-11-08 18:11:40,3.957s,PASSED
click,Chrome 62.0.3202.89,\u0E01\u0E14\u0E1B\u0E38\u0E48\u0E21 Predict,2560-11-08 18:11:40,2560-11-08 18:11:41,0.348s,PASSED
verifyElementPresent,Chrome 62.0.3202.89,\u0E22\u0E37\u0E19\u0E22\u0E31\u0E19\u0E02\u0E49\u0E2D\u0E04\u0E27\u0E32\u0E21\u0E41\u0E08\u0E49\u0E07\u0E40\u0E15\u0E37\u0E2D\u0E19 Verbatim is not null,2560-11-08 18:11:41,2560-11-08 18:11:41,0.283s,PASSED
setText,Chrome 62.0.3202.89,\u0E01\u0E23\u0E2D\u0E01\u0E02\u0E49\u0E2D\u0E04\u0E27\u0E32\u0E21 predict,2560-11-08 18:11:41,2560-11-08 18:11:41,0.418s,PASSED
click,Chrome 62.0.3202.89,\u0E01\u0E14\u0E1B\u0E38\u0E48\u0E21 Predict,2560-11-08 18:11:41,2560-11-08 18:11:42,0.077s,PASSED
verifyElementPresent,Chrome 62.0.3202.89,\u0E15\u0E23\u0E27\u0E08\u0E2A\u0E2D\u0E1A\u0E1C\u0E25\u0E25\u0E31\u0E1E\u0E18\u0E4C Predict ,2560-11-08 18:11:42,2560-11-08 18:12:01,19.275s,PASSED
